"names.deg.","deg","degree_centrality","closeness_centrality","eigenvector_centrality","betweenness_centrality"
"TMCC1",87,87,1.9205508742192e-09,0.0580571470027051,0
"TMCC2",100,100,1.9205508742192e-09,0.0615371485294583,0
"TMCO1",121,121,1.9205508742192e-09,0.0731264692295597,0
"TMCO2",38,38,1.9205508742192e-09,0.0249375276767535,0
"TMCO3",117,117,1.9205508742192e-09,0.0728192132342126,0
"TMCO6",128,128,1.9205508742192e-09,0.0774204961738917,0
"TMED1",134,134,1.9205508742192e-09,0.0790904619318837,0
"TMED10",116,116,1.9205508742192e-09,0.0716623175280039,0
"TMED2",130,130,1.9205508742192e-09,0.0773637579269785,0
"TMED3",93,93,1.9205508742192e-09,0.0605917195256762,0
"TMED4",121,121,1.9205508742192e-09,0.0744185892866844,0
"TMED5",131,131,1.9205508742192e-09,0.0781796649122323,0
"TMED6",25,25,1.9205508742192e-09,0.0178150745413678,0
"TMED7",129,129,1.9205508742192e-09,0.0766140136037085,0
"TMED7-TICAM2",125,125,1.9205508742192e-09,0.0749866954329915,0
"TMED8",92,92,1.9205508742192e-09,0.0597590898324992,0
"TMED9",109,109,1.9205508742192e-09,0.0695413378515803,0
"TMEM101",131,131,1.9205508742192e-09,0.0776872301237233,0
"TMEM102",117,117,1.9205508742192e-09,0.0711442555673934,0
"TMEM104",116,116,1.9205508742192e-09,0.0727380938841346,0
"TMEM106A",89,89,1.9205508742192e-09,0.057221703415054,0
"TMEM106B",133,133,1.9205508742192e-09,0.0779372165041299,0
"TMEM106C",105,105,1.9205508742192e-09,0.0657521215843147,0
"TMEM107",92,92,1.9205508742192e-09,0.0591704623289512,0
"TMEM11",123,123,1.9205508742192e-09,0.0739166846096044,0
"TMEM114",56,56,1.9205508742192e-09,0.0384434830469226,0
"TMEM115",99,99,1.9205508742192e-09,0.0627603648651772,0
"TMEM116",141,141,1.9205508742192e-09,0.0805038809271427,0
"TMEM117",96,96,1.9205508742192e-09,0.0603582206357059,0
"TMEM120A",107,107,1.9205508742192e-09,0.066399626922027,0
"TMEM123",123,123,1.9205508742192e-09,0.0737460444379481,0
"TMEM126A",125,125,1.9205508742192e-09,0.0751040788035338,0
"TMEM126B",124,124,1.9205508742192e-09,0.0742106115835361,0
"TMEM127",136,136,1.9205508742192e-09,0.079143151711288,0
"TMEM128",118,118,1.9205508742192e-09,0.072540682137899,0
"TMEM129",122,122,1.9205508742192e-09,0.0729735761091435,0
"TMEM131",127,127,1.9205508742192e-09,0.0757446187403739,0
"TMEM132A",91,91,1.9205508742192e-09,0.0579588063421548,0
"TMEM134",115,115,1.9205508742192e-09,0.0719868600972834,0
"TMEM135",124,124,1.9205508742192e-09,0.0747696205314976,0
"TMEM138",120,120,1.9205508742192e-09,0.0732165037686436,0
"TMEM139",63,63,1.9205508742192e-09,0.0394720560611184,0
"TMEM140",101,101,1.9205508742192e-09,0.0598071162986446,0
"TMEM141",118,118,1.9205508742192e-09,0.0726760575256525,0
"TMEM143",125,125,1.9205508742192e-09,0.0747134533444833,0
"TMEM144",102,102,1.9205508742192e-09,0.0633199667803089,0
"TMEM14A",98,98,1.9205508742192e-09,0.0612659885625899,0
"TMEM14B",122,122,1.9205508742192e-09,0.0744165898940387,0
"TMEM14C",131,131,1.9205508742192e-09,0.0778635483535924,0
"TMEM150A",110,110,1.9205508742192e-09,0.0684780368290144,0
"TMEM156",79,79,1.9205508742192e-09,0.0498151690830388,0
"TMEM159",91,91,1.9205508742192e-09,0.0586236681910594,0
"TMEM160",113,113,1.9205508742192e-09,0.0686383555646783,0
"TMEM161A",108,108,1.9205508742192e-09,0.066876135371132,0
"TMEM161B",114,114,1.9205508742192e-09,0.0708067139510893,0
"TMEM164",100,100,1.9205508742192e-09,0.0640120903900012,0
"TMEM165",115,115,1.9205508742192e-09,0.0707218084152337,0
"TMEM167A",123,123,1.9205508742192e-09,0.0739176794906403,0
"TMEM167B",143,143,1.9205508742192e-09,0.0807319314142909,0
"TMEM168",130,130,1.9205508742192e-09,0.0774940989182824,0
"TMEM169",78,78,1.9205508742192e-09,0.0516153404608274,0
"TMEM17",112,112,1.9205508742192e-09,0.0691523458781501,0
"TMEM170A",137,137,1.9205508742192e-09,0.0794037824550457,0
"TMEM170B",108,108,1.9205508742192e-09,0.0660217872445374,0
"TMEM173",107,107,1.9205508742192e-09,0.0649589837544443,0
"TMEM175",109,109,1.9205508742192e-09,0.0683460981987325,0
"TMEM177",92,92,1.9205508742192e-09,0.0593474435309242,0
"TMEM179B",135,135,1.9205508742192e-09,0.0786038935746458,0
"TMEM18",123,123,1.9205508742192e-09,0.074206487906298,0
"TMEM180",108,108,1.9205508742192e-09,0.0670745053056119,0
"TMEM181",82,82,1.9205508742192e-09,0.0518481846837718,0
"TMEM183A",123,123,1.9205508742192e-09,0.0738444678526402,0
"TMEM183B",120,120,1.9205508742192e-09,0.0724181224773027,0
"TMEM184A",102,102,1.9205508742192e-09,0.0621347805333875,0
"TMEM184C",108,108,1.9205508742192e-09,0.0686676511040516,0
"TMEM186",117,117,1.9205508742192e-09,0.0722054400232254,0
"TMEM187",118,118,1.9205508742192e-09,0.0728568807951508,0
"TMEM189",115,115,1.9205508742192e-09,0.0700761641268735,0
"TMEM189-UBE2V1",110,110,1.9205508742192e-09,0.0679294428117338,0
"TMEM19",120,120,1.9205508742192e-09,0.0726394207148518,0
"TMEM192",113,113,1.9205508742192e-09,0.0710704208878748,0
"TMEM194A",120,120,1.9205508742192e-09,0.0721311141070233,0
"TMEM194B",130,130,1.9205508742192e-09,0.0764573462284784,0
"TMEM198",111,111,1.9205508742192e-09,0.0687700352956421,0
"TMEM198B",137,137,1.9205508742192e-09,0.0793412775180663,0
"TMEM199",121,121,1.9205508742192e-09,0.0734020300136328,0
"TMEM2",100,100,1.9205508742192e-09,0.0627266172645749,0
"TMEM201",98,98,1.9205508742192e-09,0.0631508801405652,0
"TMEM202",28,28,1.9205508742192e-09,0.0168222310787194,0
"TMEM203",109,109,1.9205508742192e-09,0.0681770910378198,0
"TMEM205",127,127,1.9205508742192e-09,0.0741703784122857,0
"TMEM206",120,120,1.9205508742192e-09,0.0727491784585951,0
"TMEM208",128,128,1.9205508742192e-09,0.0758590317434421,0
"TMEM209",119,119,1.9205508742192e-09,0.0732347874402762,0
"TMEM212",45,45,1.9205508742192e-09,0.0291264303941669,0
"TMEM214",119,119,1.9205508742192e-09,0.0724395724001875,0
"TMEM216",102,102,1.9205508742192e-09,0.0649909240933337,0
"TMEM217",121,121,1.9205508742192e-09,0.07266959257617,0
"TMEM219",115,115,1.9205508742192e-09,0.0706959824296929,0
"TMEM220",51,51,1.9205508742192e-09,0.0357657375170851,0
"TMEM222",135,135,1.9205508742192e-09,0.0790794810759982,0
"TMEM223",108,108,1.9205508742192e-09,0.0683467922161524,0
"TMEM230",129,129,1.9205508742192e-09,0.076213719562685,0
"TMEM231",106,106,1.9205508742192e-09,0.0672367267543453,0
"TMEM233",56,56,1.9205508742192e-09,0.0370756458463108,0
"TMEM237",114,114,1.9205508742192e-09,0.0703503760732225,0
"TMEM238",122,122,1.9205508742192e-09,0.0744544038520441,0
"TMEM241",90,90,1.9205508742192e-09,0.0586437312816708,0
"TMEM242",137,137,1.9205508742192e-09,0.0795186850968223,0
"TMEM245",129,129,1.9205508742192e-09,0.0771338272585911,0
"TMEM248",130,130,1.9205508742192e-09,0.0769985788125259,0
"TMEM251",103,103,1.9205508742192e-09,0.0660463555391257,0
"TMEM253",60,60,1.9205508742192e-09,0.0419264415269717,0
"TMEM255A",87,87,1.9205508742192e-09,0.0556510610444707,0
"TMEM256",122,122,1.9205508742192e-09,0.0728359835968257,0
"TMEM256-PLSCR3",116,116,1.9205508742192e-09,0.0698451474808658,0
"TMEM258",118,118,1.9205508742192e-09,0.0723335043638113,0
"TMEM259",143,143,1.9205508742192e-09,0.0795828716377934,0
"TMEM260",111,111,1.9205508742192e-09,0.0688274326935083,0
"TMEM263",117,117,1.9205508742192e-09,0.0719128416503804,0
"TMEM30A",130,130,1.9205508742192e-09,0.0767137280206068,0
"TMEM30C",27,27,1.9205508742192e-09,0.0181201982994955,0
"TMEM33",119,119,1.9205508742192e-09,0.0723175879299626,0
"TMEM37",105,105,1.9205508742192e-09,0.0638062076015529,0
"TMEM38A",126,126,1.9205508742192e-09,0.0744774371817419,0
"TMEM38B",104,104,1.9205508742192e-09,0.0641513844923431,0
"TMEM39A",121,121,1.9205508742192e-09,0.0732038535486633,0
"TMEM39B",116,116,1.9205508742192e-09,0.0721593600903483,0
"TMEM41A",131,131,1.9205508742192e-09,0.0770523417305542,0
"TMEM41B",132,132,1.9205508742192e-09,0.0782295891995822,0
"TMEM42",107,107,1.9205508742192e-09,0.06634048698973,0
"TMEM43",129,129,1.9205508742192e-09,0.0757686512392594,0
"TMEM44",105,105,1.9205508742192e-09,0.0674084451341466,0
"TMEM45A",97,97,1.9205508742192e-09,0.0604416538693495,0
"TMEM50A",102,102,1.9205508742192e-09,0.0656799034494302,0
"TMEM50B",118,118,1.9205508742192e-09,0.0725831506506032,0
"TMEM51",105,105,1.9205508742192e-09,0.065059066162093,0
"TMEM51-AS1",104,104,1.9205508742192e-09,0.0645427009033015,0
"TMEM52",104,104,1.9205508742192e-09,0.0655703974435924,0
"TMEM53",118,118,1.9205508742192e-09,0.0703371800762217,0
"TMEM55A",108,108,1.9205508742192e-09,0.0685124808132977,0
"TMEM55B",118,118,1.9205508742192e-09,0.0706930038147183,0
"TMEM56",29,29,1.9205508742192e-09,0.0193373687597323,0
"TMEM56-RWDD3",106,106,1.9205508742192e-09,0.0649187301482454,0
"TMEM57",118,118,1.9205508742192e-09,0.0726507924243692,0
"TMEM59",125,125,1.9205508742192e-09,0.0747889091294293,0
"TMEM60",140,140,1.9205508742192e-09,0.0806002944106014,0
"TMEM62",114,114,1.9205508742192e-09,0.069874699208888,0
"TMEM63A",110,110,1.9205508742192e-09,0.0683298569895139,0
"TMEM63B",106,106,1.9205508742192e-09,0.066795799363575,0
"TMEM64",119,119,1.9205508742192e-09,0.0735186350414618,0
"TMEM65",107,107,1.9205508742192e-09,0.0674450210855302,0
"TMEM67",85,85,1.9205508742192e-09,0.0554216535074998,0
"TMEM68",137,137,1.9205508742192e-09,0.0798007593444551,0
"TMEM69",132,132,1.9205508742192e-09,0.0779642915703134,0
"TMEM72",35,35,1.9205508742192e-09,0.0237981048805165,0
"TMEM72-AS1",99,99,1.9205508742192e-09,0.0625977856019259,0
"TMEM74B",58,58,1.9205508742192e-09,0.0401067775198861,0
"TMEM80",115,115,1.9205508742192e-09,0.0715045634092321,0
"TMEM82",72,72,1.9205508742192e-09,0.048092250532292,0
"TMEM86B",41,41,1.9205508742192e-09,0.0257214098332458,0
"TMEM87A",127,127,1.9205508742192e-09,0.0760820454706579,0
"TMEM87B",123,123,1.9205508742192e-09,0.0746483655348902,0
"TMEM8B",71,71,1.9205508742192e-09,0.0480776450858941,0
"TMEM9",105,105,1.9205508742192e-09,0.0651457223989362,0
"TMEM91",113,113,1.9205508742192e-09,0.0702422096963859,0
"TMEM92",69,69,1.9205508742192e-09,0.0461485073156425,0
"TMEM95",89,89,1.9205508742192e-09,0.0574719099732582,0
"TMEM97",120,120,1.9205508742192e-09,0.0731574518375438,0
"TMEM98",68,68,1.9205508742192e-09,0.0453011774030515,0
"TMEM99",92,92,1.9205508742192e-09,0.0582672043826039,0
"TMEM9B",127,127,1.9205508742192e-09,0.0771814334506491,0
"TMF1",105,105,1.9205508742192e-09,0.0657738990758878,0
"TMIGD1",35,35,1.9205508742192e-09,0.0219127596581811,0
"TMLHE",74,74,1.9205508742192e-09,0.0493866433070217,0
"TMOD3",116,116,1.9205508742192e-09,0.0716883057769852,0
"TMOD4",22,22,1.9205508742192e-09,0.0152722853347091,0
"TMPO",145,145,1.9205508742192e-09,0.0818729518395341,0
"TMPPE",125,125,1.9205508742192e-09,0.0744094534643774,0
"TMPRSS11F",42,42,1.9205508742192e-09,0.0261487537790136,0
"TMPRSS9",55,55,1.9205508742192e-09,0.037162835259675,0
"TMSB10",131,131,1.9205508742192e-09,0.0775814216721067,0
"TMSB4X",137,137,1.9205508742192e-09,0.07851882780912,0
"TMTC2",105,105,1.9205508742192e-09,0.0666749879806911,0
"TMTC3",126,126,1.9205508742192e-09,0.0750925827536106,0
"TMTC4",110,110,1.9205508742192e-09,0.0666209925344594,0
"TMUB1",97,97,1.9205508742192e-09,0.0622176237127074,0
"TMUB2",128,128,1.9205508742192e-09,0.0761617467501651,0
"TMX1",105,105,1.9205508742192e-09,0.0662104012780614,0
"TMX2",118,118,1.9205508742192e-09,0.0719946396278772,0
"TMX2-CTNND1",115,115,1.9205508742192e-09,0.0702573302044427,0
"TMX3",105,105,1.9205508742192e-09,0.0672277761882109,0
"TMX4",115,115,1.9205508742192e-09,0.0695906044894969,0
"TNFAIP1",132,132,1.9205508742192e-09,0.0772444730857783,0
"TNFAIP3",129,129,1.9205508742192e-09,0.0759264690355001,0
"TNFAIP8L1",108,108,1.9205508742192e-09,0.0676841781316706,0
"TNFRSF10A",109,109,1.9205508742192e-09,0.0680204839819071,0
"TNFRSF10B",132,132,1.9205508742192e-09,0.0771853959443276,0
"TNFRSF10D",108,108,1.9205508742192e-09,0.0663061561330729,0
"TNFRSF12A",122,122,1.9205508742192e-09,0.0719067531422011,0
"TNFRSF19",76,76,1.9205508742192e-09,0.0482934134827631,0
"TNFRSF1A",110,110,1.9205508742192e-09,0.0670192471283907,0
"TNFRSF21",107,107,1.9205508742192e-09,0.0669306744121712,0
"TNFSF10",62,62,1.9205508742192e-09,0.0401761937728735,0
"TNFSF15",73,73,1.9205508742192e-09,0.044041702109324,0
"TNFSF4",59,59,1.9205508742192e-09,0.0356241059550837,0
"TNFSF9",126,126,1.9205508742192e-09,0.0744342343362642,0
"TNIK",120,120,1.9205508742192e-09,0.0728150479380611,0
"TNIP2",93,93,1.9205508742192e-09,0.0603294616240694,0
"TNKS",120,120,1.9205508742192e-09,0.073848744075219,0
"TNKS1BP1",112,112,1.9205508742192e-09,0.0701397399316911,0
"TNKS2",114,114,1.9205508742192e-09,0.0714764776572403,0
"TNNC1",99,99,1.9205508742192e-09,0.0630296656902698,0
"TNNI2",71,71,1.9205508742192e-09,0.0471438550767656,0
"TNNI3",92,92,1.9205508742192e-09,0.057803899527421,0
"TNP2",38,38,1.9205508742192e-09,0.0233132338513136,0
"TNPO1",124,124,1.9205508742192e-09,0.0733077161511683,0
"TNPO2",122,122,1.9205508742192e-09,0.0739514246941665,0
"TNPO3",139,139,1.9205508742192e-09,0.0796947259157037,0
"TNR",38,38,1.9205508742192e-09,0.0259709806897246,0
"TNRC18",117,117,1.9205508742192e-09,0.0700018998150507,0
"TNRC6A",105,105,1.9205508742192e-09,0.0660035508733636,0
"TNRC6B",112,112,1.9205508742192e-09,0.0697283762815527,0
"TNS1",54,54,1.9205508742192e-09,0.0357354983176926,0
"TNS3",80,80,1.9205508742192e-09,0.0493145355616414,0
"TOB1",144,144,1.9205508742192e-09,0.081426983334982,0
"TOB2",149,149,1.9205508742192e-09,0.0827842688748966,0
"TOB2P1",92,92,1.9205508742192e-09,0.0595877031750205,0
"TOE1",127,127,1.9205508742192e-09,0.0769652837080746,0
"TOLLIP",104,104,1.9205508742192e-09,0.0663094904883876,0
"TOM1",116,116,1.9205508742192e-09,0.0700239492760594,0
"TOM1L1",95,95,1.9205508742192e-09,0.0611402693647747,0
"TOM1L2",106,106,1.9205508742192e-09,0.0653082979084156,0
"TOMM20",136,136,1.9205508742192e-09,0.0800194277159226,0
"TOMM20L",94,94,1.9205508742192e-09,0.0600978107156118,0
"TOMM22",123,123,1.9205508742192e-09,0.072966700600572,0
"TOMM34",121,121,1.9205508742192e-09,0.0731000819460779,0
"TOMM40",134,134,1.9205508742192e-09,0.0781507843744974,0
"TOMM40L",123,123,1.9205508742192e-09,0.072552561022698,0
"TOMM5",127,127,1.9205508742192e-09,0.0768177502477738,0
"TOMM6",130,130,1.9205508742192e-09,0.0776266981431157,0
"TOMM7",115,115,1.9205508742192e-09,0.071441360863669,0
"TOMM70A",130,130,1.9205508742192e-09,0.0765908000724273,0
"TONSL",100,100,1.9205508742192e-09,0.0636998912808235,0
"TOP1",117,117,1.9205508742192e-09,0.0725971467889181,0
"TOP1MT",102,102,1.9205508742192e-09,0.0646049480545599,0
"TOP2A",119,119,1.9205508742192e-09,0.0704402388046403,0
"TOP2B",121,121,1.9205508742192e-09,0.073845407052198,0
"TOP3A",128,128,1.9205508742192e-09,0.0762786632781281,0
"TOP3B",139,139,1.9205508742192e-09,0.0771474063166157,0
"TOPBP1",110,110,1.9205508742192e-09,0.0683170195517128,0
"TOPORS",124,124,1.9205508742192e-09,0.0753952623123964,0
"TOR1A",124,124,1.9205508742192e-09,0.074851383475156,0
"TOR1AIP1",147,147,1.9205508742192e-09,0.0819436226727748,0
"TOR1AIP2",111,111,1.9205508742192e-09,0.0691042018433204,0
"TOR1B",112,112,1.9205508742192e-09,0.0687494290990182,0
"TOR2A",126,126,1.9205508742192e-09,0.076534764780032,0
"TOR3A",124,124,1.9205508742192e-09,0.0737213582329401,0
"TOR4A",124,124,1.9205508742192e-09,0.0747335681319918,0
"TOX3",52,52,1.9205508742192e-09,0.0356191677065672,0
"TOX4",131,131,1.9205508742192e-09,0.0781723931071042,0
"TP53",132,132,1.9205508742192e-09,0.0778009710088391,0
"TP53BP1",109,109,1.9205508742192e-09,0.0683118642815107,0
"TP53BP2",123,123,1.9205508742192e-09,0.0745660652791648,0
"TP53I3",131,131,1.9205508742192e-09,0.0778476002612916,0
"TP53INP1",111,111,1.9205508742192e-09,0.0687678122619084,0
"TP53INP2",115,115,1.9205508742192e-09,0.0694411451283095,0
"TP53RK",114,114,1.9205508742192e-09,0.0710375685412898,0
"TP53TG1",98,98,1.9205508742192e-09,0.0634238260563959,0
"TP73",65,65,1.9205508742192e-09,0.0444570091734402,0
"TP73-AS1",82,82,1.9205508742192e-09,0.0533387935804718,0
"TPCN1",131,131,1.9205508742192e-09,0.0765649639919718,0
"TPD52",111,111,1.9205508742192e-09,0.0667786349867922,0
"TPD52L1",99,99,1.9205508742192e-09,0.0630480624272456,0
"TPD52L2",144,144,1.9205508742192e-09,0.0795678042013366,0
"TPGS1",126,126,1.9205508742192e-09,0.0757424585488754,0
"TPGS2",118,118,1.9205508742192e-09,0.0728551479001889,0
"TPH2",82,82,1.9205508742192e-09,0.05310265336422,0
"TPI1P2",135,135,1.9205508742192e-09,0.0784536037804205,0
"TPK1",137,137,1.9205508742192e-09,0.0792972502870472,0
"TPM2",88,88,1.9205508742192e-09,0.055952404478552,0
"TPM4",82,82,1.9205508742192e-09,0.0524213964135864,0
"TPMT",118,118,1.9205508742192e-09,0.0723028039217594,0
"TPP1",107,107,1.9205508742192e-09,0.0648043077603435,0
"TPP2",122,122,1.9205508742192e-09,0.0739243831896343,0
"TPR",136,136,1.9205508742192e-09,0.0795397479472688,0
"TPRA1",125,125,1.9205508742192e-09,0.0731422922938056,0
"TPRG1L",105,105,1.9205508742192e-09,0.0641601375920005,0
"TPRKB",130,130,1.9205508742192e-09,0.0772679571368335,0
"TPRN",119,119,1.9205508742192e-09,0.0722216894127857,0
"TPST1",109,109,1.9205508742192e-09,0.0675791603592546,0
"TPST2",92,92,1.9205508742192e-09,0.0597772220030332,0
"TPT1",135,135,1.9205508742192e-09,0.0778198220981902,0
"TPTE2P1",28,28,1.9205508742192e-09,0.016888112145992,0
"TPTEP1",102,102,1.9205508742192e-09,0.0599912498810704,0
"TPX2",124,124,1.9205508742192e-09,0.0746090241827771,0
"TRA2A",129,129,1.9205508742192e-09,0.0775474308778609,0
"TRA2B",135,135,1.9205508742192e-09,0.078550834829583,0
"TRABD2A",94,94,1.9205508742192e-09,0.057692677411832,0
"TRADD",114,114,1.9205508742192e-09,0.0709348654858293,0
"TRAF2",119,119,1.9205508742192e-09,0.0723516818104053,0
"TRAF3IP1",77,77,1.9205508742192e-09,0.0510860376871235,0
"TRAF3IP2",109,109,1.9205508742192e-09,0.0670380874469991,0
"TRAF3IP2-AS1",133,133,1.9205508742192e-09,0.0781602782485247,0
"TRAF4",138,138,1.9205508742192e-09,0.0793058592856547,0
"TRAF6",127,127,1.9205508742192e-09,0.0757635796507316,0
"TRAF7",120,120,1.9205508742192e-09,0.071325784937091,0
"TRAFD1",116,116,1.9205508742192e-09,0.0709868639914337,0
"TRAIP",97,97,1.9205508742192e-09,0.0628495311842909,0
"TRAK2",126,126,1.9205508742192e-09,0.0758479565530972,0
"TRAM1",134,134,1.9205508742192e-09,0.078415281745498,0
"TRAM1L1",39,39,1.9205508742192e-09,0.0268479474866477,0
"TRAM2",116,116,1.9205508742192e-09,0.0712214607700922,0
"TRAP1",119,119,1.9205508742192e-09,0.0739106422264183,0
"TRAPPC1",118,118,1.9205508742192e-09,0.0724713419468072,0
"TRAPPC10",131,131,1.9205508742192e-09,0.0764330193805403,0
"TRAPPC11",108,108,1.9205508742192e-09,0.0684268569605174,0
"TRAPPC12",143,143,1.9205508742192e-09,0.0817445227066991,0
"TRAPPC13",122,122,1.9205508742192e-09,0.0747886412124794,0
"TRAPPC2",118,118,1.9205508742192e-09,0.0722613297674833,0
"TRAPPC2L",113,113,1.9205508742192e-09,0.0695597081259366,0
"TRAPPC2P1",104,104,1.9205508742192e-09,0.0649822350677762,0
"TRAPPC3",130,130,1.9205508742192e-09,0.0764585650631184,0
"TRAPPC4",124,124,1.9205508742192e-09,0.0745022097758643,0
"TRAPPC5",113,113,1.9205508742192e-09,0.0713862588962653,0
"TRAPPC6A",125,125,1.9205508742192e-09,0.0744068182031782,0
"TRAPPC6B",133,133,1.9205508742192e-09,0.0781761159605252,0
"TRAPPC8",135,135,1.9205508742192e-09,0.0790382672693019,0
"TRAPPC9",130,130,1.9205508742192e-09,0.077815971376525,0
"TRDMT1",128,128,1.9205508742192e-09,0.0770732425443823,0
"TREML1",31,31,1.9205508742192e-09,0.0190566780102544,0
"TREML2",80,80,1.9205508742192e-09,0.0504104546281066,0
"TREX1",111,111,1.9205508742192e-09,0.0692827361368008,0
"TRIAP1",129,129,1.9205508742192e-09,0.0769488882038775,0
"TRIB1",143,143,1.9205508742192e-09,0.0805903117576109,0
"TRIB2",99,99,1.9205508742192e-09,0.0634194574979472,0
"TRIB3",117,117,1.9205508742192e-09,0.0714405032970871,0
"TRIL",64,64,1.9205508742192e-09,0.0427596397101048,0
"TRIM11",114,114,1.9205508742192e-09,0.0695100040854707,0
"TRIM13",119,119,1.9205508742192e-09,0.0718647146819889,0
"TRIM14",104,104,1.9205508742192e-09,0.063137659850006,0
"TRIM15",63,63,1.9205508742192e-09,0.0400166162026026,0
"TRIM21",78,78,1.9205508742192e-09,0.0520470897378938,0
"TRIM23",122,122,1.9205508742192e-09,0.0747886412124793,0
"TRIM24",127,127,1.9205508742192e-09,0.0759858980586685,0
"TRIM25",140,140,1.9205508742192e-09,0.0796111288954586,0
"TRIM3",89,89,1.9205508742192e-09,0.0593305015499306,0
"TRIM32",101,101,1.9205508742192e-09,0.065236138038811,0
"TRIM33",124,124,1.9205508742192e-09,0.0748868211632905,0
"TRIM34",55,55,1.9205508742192e-09,0.0349900905039222,0
"TRIM35",125,125,1.9205508742192e-09,0.0751967346452892,0
"TRIM37",134,134,1.9205508742192e-09,0.0783086666912415,0
"TRIM38",101,101,1.9205508742192e-09,0.0611670457938506,0
"TRIM4",111,111,1.9205508742192e-09,0.0689066100558168,0
"TRIM44",125,125,1.9205508742192e-09,0.0748071678054382,0
"TRIM45",109,109,1.9205508742192e-09,0.0668946580822299,0
"TRIM46",122,122,1.9205508742192e-09,0.0754722530906964,0
"TRIM47",116,116,1.9205508742192e-09,0.0679510774668497,0
"TRIM5",113,113,1.9205508742192e-09,0.0683253846045229,0
"TRIM56",114,114,1.9205508742192e-09,0.0689648997747643,0
"TRIM58",84,84,1.9205508742192e-09,0.0530755092522007,0
"TRIM59",125,125,1.9205508742192e-09,0.0756223787019064,0
"TRIM6",87,87,1.9205508742192e-09,0.0560499970971848,0
"TRIM6-TRIM34",87,87,1.9205508742192e-09,0.0560499970971848,0
"TRIM63",36,36,1.9205508742192e-09,0.0225707989073611,0
"TRIM68",88,88,1.9205508742192e-09,0.0578470960338397,0
"TRIM69",69,69,1.9205508742192e-09,0.044536827253584,0
"TRIM71",74,74,1.9205508742192e-09,0.0478767528778621,0
"TRIM72",75,75,1.9205508742192e-09,0.0494587568183668,0
"TRIM8",142,142,1.9205508742192e-09,0.0805905692822442,0
"TRIO",111,111,1.9205508742192e-09,0.067477816260765,0
"TRIOBP",81,81,1.9205508742192e-09,0.0533421684274236,0
"TRIP10",131,131,1.9205508742192e-09,0.0759871145406415,0
"TRIP11",125,125,1.9205508742192e-09,0.0760561957510815,0
"TRIP12",133,133,1.9205508742192e-09,0.0773472913271546,0
"TRIP13",121,121,1.9205508742192e-09,0.0718766396105763,0
"TRIP4",136,136,1.9205508742192e-09,0.0796644021307274,0
"TRIP6",110,110,1.9205508742192e-09,0.0675669244050642,0
"TRIQK",117,117,1.9205508742192e-09,0.0716830420525387,0
"TRIT1",95,95,1.9205508742192e-09,0.0615508769216285,0
"TRMT1",134,134,1.9205508742192e-09,0.0772983390427823,0
"TRMT10A",121,121,1.9205508742192e-09,0.0737737731509371,0
"TRMT10C",119,119,1.9205508742192e-09,0.0733448002077068,0
"TRMT11",118,118,1.9205508742192e-09,0.0717902402314886,0
"TRMT112",135,135,1.9205508742192e-09,0.078288658622098,0
"TRMT12",108,108,1.9205508742192e-09,0.0677425046473792,0
"TRMT13",123,123,1.9205508742192e-09,0.0747534876319398,0
"TRMT1L",128,128,1.9205508742192e-09,0.0762957053360051,0
"TRMT2A",141,141,1.9205508742192e-09,0.0781657806457479,0
"TRMT44",120,120,1.9205508742192e-09,0.0731294744659495,0
"TRMT5",118,118,1.9205508742192e-09,0.0729428519264323,0
"TRMT6",125,125,1.9205508742192e-09,0.0752273937308029,0
"TRMT61B",133,133,1.9205508742192e-09,0.0789058552939182,0
"TRMU",115,115,1.9205508742192e-09,0.0721704849929035,0
"TRNAU1AP",128,128,1.9205508742192e-09,0.0763886014226014,0
"TRNP1",96,96,1.9205508742192e-09,0.0601037292770806,0
"TRNT1",121,121,1.9205508742192e-09,0.074981332043777,0
"TROAP",113,113,1.9205508742192e-09,0.0700242869624726,0
"TROVE2",139,139,1.9205508742192e-09,0.0803876999850745,0
"TRPC1",94,94,1.9205508742192e-09,0.0597619338505854,0
"TRPC4AP",133,133,1.9205508742192e-09,0.0776536050129919,0
"TRPM4",78,78,1.9205508742192e-09,0.0503789964470372,0
"TRPM6",64,64,1.9205508742192e-09,0.0422062465376069,0
"TRPM7",132,132,1.9205508742192e-09,0.0776352346104461,0
"TRPS1",89,89,1.9205508742192e-09,0.0571963524456259,0
"TRPT1",110,110,1.9205508742192e-09,0.0693015645670556,0
"TRPV2",93,93,1.9205508742192e-09,0.0591849480712624,0
"TRPV5",16,16,1.9205508742192e-09,0.011891979183574,0
"TRRAP",106,106,1.9205508742192e-09,0.0666407354053249,0
"TRUB1",107,107,1.9205508742192e-09,0.0675756260666552,0
"TRUB2",137,137,1.9205508742192e-09,0.0793977089349081,0
"TSACC",126,126,1.9205508742192e-09,0.074529951388104,0
"TSC1",128,128,1.9205508742192e-09,0.0773046978485932,0
"TSC2",124,124,1.9205508742192e-09,0.0733848022495119,0
"TSC22D1",116,116,1.9205508742192e-09,0.0703089380953403,0
"TSC22D2",126,126,1.9205508742192e-09,0.0761340650401173,0
"TSC22D4",125,125,1.9205508742192e-09,0.0746863046449104,0
"TSEN15",129,129,1.9205508742192e-09,0.0772837415990413,0
